X,Y,Z,rX,rY,rZ,id
-4.42374,0.679193,-2.17137,2.55705,0.224972,2.76431,406
-4.44454,0.67441,-2.16141,2.55251,0.231538,2.75853,407
-4.46729,0.667991,-2.15021,2.54634,0.23877,2.74921,408
-4.48759,0.66341,-2.13744,2.53744,0.247069,2.73727,409
-4.50675,0.660253,-2.12495,2.53692,0.255382,2.73402,410
-4.52348,0.659035,-2.12166,2.54099,0.257362,2.73623,411
-4.54224,0.658615,-2.11475,2.54229,0.261579,2.73379,412
-4.56209,0.659872,-2.10172,2.53434,0.269747,2.72293,413
-4.58267,0.661488,-2.09244,2.53137,0.275662,2.71735,414
-4.60306,0.665608,-2.07924,2.53091,0.285333,2.71517,415
-4.62414,0.660784,-2.06801,2.53467,0.294141,2.71651,416
-4.65444,0.662635,-2.05687,2.53449,0.30262,2.71589,417
-4.67192,0.652039,-2.03178,2.53789,0.325914,2.71649,418
-4.69249,0.649891,-2.02586,2.54733,0.328251,2.72645,419
-4.71142,0.649687,-2.01823,2.55241,0.333942,2.73184,420
-4.72648,0.645656,-2.00593,2.55262,0.347073,2.72991,421
-4.72576,0.649951,-1.99901,2.54772,0.353861,2.7233,422
-4.7437,0.644493,-1.9887,2.55089,0.36609,2.72409,423
-4.76127,0.637101,-1.97575,2.5545,0.38376,2.72458,424
-4.78108,0.628997,-1.96303,2.55878,0.402966,2.72533,425
-4.79739,0.625539,-1.95044,2.56035,0.42399,2.72437,426
-4.8164,0.618811,-1.93782,2.56562,0.447468,2.7254,427
-4.83518,0.610658,-1.92849,2.57429,0.46634,2.72902,428
-4.8508,0.608961,-1.91607,2.57916,0.494754,2.73337,429
-4.86173,0.607691,-1.90775,2.57944,0.513762,2.73104,430
-4.87462,0.605296,-1.89204,2.57815,0.558609,2.7296,431
-4.88904,0.60638,-1.87895,2.58274,0.603485,2.73713,432
-4.90502,0.602415,-1.86999,2.59302,0.628855,2.75001,433
-4.92673,0.596163,-1.86485,2.59921,0.638082,2.75904,434
-4.94467,0.582615,-1.85647,2.58547,0.654086,2.76152,435
-4.96059,0.596034,-1.82434,2.5649,0.727801,2.75658,436
-4.97693,0.593925,-1.81289,2.56464,0.756422,2.75941,437
-4.99307,0.590068,-1.80208,2.56483,0.786169,2.76608,438
-5.01382,0.587087,-1.79088,2.56678,0.8185,2.77385,439
-5.03036,0.581179,-1.77815,2.56831,0.857791,2.77732,440
-5.04625,0.573068,-1.76905,2.57076,0.88751,2.78197,441
-5.06501,0.568463,-1.75681,2.57206,0.930258,2.78826,442
-5.08289,0.561757,-1.74574,2.57422,0.962947,2.79342,443
-5.10226,0.55651,-1.73175,2.57505,0.988966,2.79761,444
-5.12073,0.550312,-1.71745,2.57561,1.01667,2.80063,445
-5.14604,0.548329,-1.7053,2.57703,1.03966,2.80402,446
-5.15481,0.54523,-1.68903,2.57715,1.07348,2.80627,447
-5.17725,0.54724,-1.66888,2.57798,1.11418,2.81459,448
-5.18876,0.545926,-1.64867,2.58431,1.15776,2.8244,449
-5.21026,0.540332,-1.63311,2.5963,1.18918,2.8394,450
-5.22819,0.538964,-1.61521,2.60067,1.21608,2.84777,451
-5.24564,0.537919,-1.59658,2.60076,1.23356,2.85112,452
-5.25928,0.533022,-1.57807,2.60184,1.25233,2.85327,453
-5.26334,0.530466,-1.5573,2.607,1.27725,2.86548,454
-5.29202,0.52115,-1.54529,2.61882,1.28716,2.88477,455
-5.31841,0.512871,-1.53092,2.6214,1.30424,2.88785,456
-5.33525,0.501548,-1.51654,2.61975,1.32395,2.87988,457
-5.3485,0.496168,-1.49969,2.61787,1.35018,2.87627,458
-5.35417,0.4882,-1.48527,2.61706,1.36105,2.87122,459
-5.3674,0.484362,-1.46709,2.61727,1.37552,2.87124,460
-5.38172,0.472866,-1.44843,2.62119,1.39098,2.87032,461
-5.39546,0.470741,-1.42497,2.62737,1.4097,2.87959,462
-5.41649,0.465253,-1.40829,2.63249,1.42144,2.88418,463
-5.4314,0.458381,-1.39426,2.63472,1.43225,2.88168,464
-5.44329,0.451574,-1.37889,2.63696,1.44608,2.88471,465
-5.45393,0.455855,-1.35833,2.6384,1.45769,2.89459,466
-5.46815,0.454028,-1.34265,2.64167,1.46444,2.89999,467
-5.48085,0.452227,-1.32598,2.64133,1.47163,2.90057,468
-5.49368,0.448611,-1.30726,2.64138,1.48025,2.90194,469
-5.50111,0.449166,-1.28384,2.64372,1.49126,2.91222,470
-5.51623,0.444822,-1.26803,2.64894,1.49787,2.921,471
-5.53452,0.440237,-1.25285,2.65235,1.50462,2.92646,472
-5.54806,0.434444,-1.23577,2.65481,1.50916,2.92864,473
-5.55938,0.43197,-1.21844,2.65506,1.51323,2.93055,474
-5.57405,0.426209,-1.20124,2.65905,1.51746,2.93633,475
-5.59024,0.42018,-1.17974,2.66201,1.52284,2.9413,476
-5.60603,0.416406,-1.1592,2.67208,1.52795,2.94621,477
-5.61761,0.407542,-1.14387,2.68063,1.53157,2.94582,478
-5.63162,0.402503,-1.12693,2.68491,1.53572,2.94566,479
-5.64316,0.404546,-1.10264,2.69112,1.53914,2.94883,480
-5.64111,0.400441,-1.08998,2.70146,1.54039,2.95316,481
-5.65387,0.394394,-1.07429,2.71017,1.5415,2.96236,482
-5.6581,0.394104,-1.05123,2.71495,1.54399,2.97219,483
-5.66559,0.394067,-1.02884,2.7228,1.54613,2.98848,484
-5.67875,0.387644,-1.01105,2.72943,1.54716,2.99916,485
-5.69669,0.376628,-0.994113,2.73169,1.54849,2.99905,486
-5.71128,0.369469,-0.976284,2.73319,1.55093,2.99892,487
-5.71651,0.364009,-0.960496,2.73486,1.55348,3.00176,488
-5.72574,0.35813,-0.943208,2.736,1.55648,3.0066,489
-5.7332,0.343818,-0.927135,2.73804,1.55834,3.00229,490
-5.74021,0.335224,-0.910401,2.73777,1.5599,2.99953,491
-5.74802,0.327838,-0.893609,2.73713,1.56153,2.99881,492
-5.76102,0.319463,-0.872495,2.7374,1.56363,3.00043,493
-5.76704,0.314416,-0.855815,2.73704,1.56448,3.00006,494
-5.77827,0.305348,-0.835402,2.7377,1.56557,3.00014,495
-5.78027,0.296625,-0.817225,2.73849,1.56664,3.00021,496
-5.79136,0.289674,-0.796344,2.73843,1.56729,3.00557,497
-5.80336,0.284206,-0.77605,2.73765,1.56782,3.00336,498
-5.8107,0.278997,-0.763544,2.73535,1.56811,2.99488,499
-5.812,0.274064,-0.747017,2.72823,1.5686,2.99049,500
-5.81794,0.27182,-0.726412,2.72754,1.56897,2.99929,501
-5.82027,0.263454,-0.707972,2.72714,1.5693,3.00535,502
-5.82672,0.256437,-0.68643,2.7147,1.56967,3.01148,503
-5.84287,0.254766,-0.657366,2.70682,1.5699,3.0152,504
-5.85076,0.249271,-0.636086,2.70491,1.57008,3.01291,505
-5.85227,0.244763,-0.616043,2.7025,1.57022,3.01533,506
-5.86407,0.235341,-0.593702,2.70188,1.5703,3.02053,507
-5.87246,0.224416,-0.572962,2.70215,1.57039,3.0235,508
-5.87779,0.216839,-0.554831,2.70155,1.57046,3.02608,509
-5.88517,0.209365,-0.532395,2.70038,1.57052,3.03031,510
-5.89081,0.201945,-0.512763,2.70046,1.57057,3.03333,511
-5.89916,0.193794,-0.489179,2.70097,1.57064,3.03782,512
-5.90561,0.185095,-0.466181,2.70213,1.5707,3.03958,513
-5.91187,0.17751,-0.442307,2.70377,1.57074,3.04013,514
-5.91362,0.174144,-0.422495,2.70525,1.57075,3.04079,515
-5.91718,0.168994,-0.396955,2.70769,1.57077,3.04908,516
-5.91967,0.165385,-0.377314,2.70929,1.57078,3.05006,517
-5.91392,0.16514,-0.360598,2.71016,1.57078,3.05556,518
-5.91373,0.163208,-0.343184,-1.57029,-1.39427,0,519
-5.92263,0.158384,-0.32095,-1.57042,-1.46316,0,520
-5.92653,0.153774,-0.297113,-1.57051,-1.51019,0,521
-5.92565,0.150117,-0.27244,-1.57056,-1.53822,0,522
-5.92872,0.141158,-0.249347,-1.57065,-1.55264,0,523
-5.93434,0.130315,-0.225437,-1.5707,-1.56426,0,524
-5.93851,0.119359,-0.201819,-1.57075,-1.56864,0,525
-5.94178,0.109547,-0.178115,-1.57078,-1.57002,0,526
-5.94498,0.0991742,-0.15277,-1.57079,-1.57055,0,527
-5.95071,0.0894825,-0.126984,-1.57079,-1.57072,0,528
-5.95452,0.0784741,-0.100012,-1.5708,-1.57079,0,529
-5.95401,0.0723181,-0.0795245,-1.5708,-1.5708,0,530
-5.95337,0.0676376,-0.0586219,-1.5708,-1.5708,0,531
-5.95706,0.062969,-0.0390265,-1.5708,-1.5708,0,532
-5.95829,0.0591711,-0.0182217,-1.5708,-1.5708,0,533
-5.95755,0.0552863,0.00513415,-1.5708,-1.5708,0,534
-5.95521,0.050867,0.0258304,-1.5708,-1.5708,0,535
-5.95473,0.0479759,0.0431319,-1.5708,-1.5708,0,536
-5.95489,0.0455785,0.0643518,-1.5708,-1.5708,0,537
-5.95763,0.0413137,0.0868211,-1.5708,-1.57079,0,538
-5.95964,0.0357494,0.10745,-1.5708,-1.57078,0,539
-5.96071,0.0310295,0.130281,-1.5708,-1.57071,0,540
-5.96254,0.0212783,0.152225,-1.5708,-1.57058,0,541
-5.96394,0.0129276,0.176238,-1.5708,-1.57017,0,542
-5.96615,0.0020964,0.19977,-1.5708,-1.56905,0,543
-5.96996,-0.00958698,0.226257,-1.5708,-1.56503,0,544
-5.97438,-0.0226566,0.253058,-1.5708,-1.55345,0,545
-5.97316,-0.0319926,0.275502,-1.5708,-1.54164,0,546
-5.9726,-0.0385947,0.296586,-1.5708,-1.52134,0,547
-5.96636,-0.0422629,0.312734,-1.5708,-1.50232,0,548
-5.96208,-0.0476018,0.331012,-1.5708,-1.46081,0,549
-5.96095,-0.0512092,0.35618,2.69556,-1.57076,-3.13878,550
-5.95856,-0.053676,0.377477,2.69595,-1.57075,-3.13788,551
-5.95622,-0.0560731,0.397174,2.69614,-1.57072,-3.13507,552
-5.95561,-0.0549673,0.408473,2.69609,-1.5707,-3.13501,553
-5.95204,-0.057717,0.424964,2.69614,-1.57067,-3.14001,554
-5.94827,-0.0608365,0.442046,2.69557,-1.57063,3.1382,555
-5.94552,-0.0648383,0.460514,2.69478,-1.57057,3.13608,556
-5.94198,-0.0717425,0.480219,2.69415,-1.57046,3.13619,557
-5.94095,-0.0796687,0.499282,2.69339,-1.57034,3.1382,558
-5.93969,-0.0882198,0.519463,2.69235,-1.57023,3.13966,559
-5.93587,-0.094935,0.536095,2.69138,-1.57016,3.1395,560
-5.93649,-0.105487,0.561276,2.6909,-1.57003,-3.14044,561
-5.93556,-0.115224,0.584144,2.69147,-1.56978,-3.13809,562
-5.92905,-0.130693,0.626281,2.69329,-1.56933,-3.13761,563
-5.92451,-0.137579,0.64913,2.69414,-1.56882,-3.13617,564
-5.91697,-0.14437,0.668067,2.69633,-1.56843,-3.1375,565
-5.90711,-0.151711,0.693576,2.6967,-1.56768,-3.13806,566
-5.9017,-0.157518,0.729355,2.69623,-1.56571,-3.14091,567
-5.89853,-0.162588,0.746627,2.69628,-1.5637,-3.1362,568
-5.89071,-0.168122,0.769627,2.69493,-1.55968,-3.12945,569
-5.88342,-0.1706,0.792587,2.69202,-1.55575,-3.12497,570
-5.87549,-0.174273,0.816614,2.68804,-1.55099,-3.12135,571
-5.87346,-0.176243,0.836322,2.68533,-1.5442,-3.11595,572
-5.87796,-0.176591,0.842411,2.68318,-1.54169,-3.11147,573
-5.88008,-0.18488,0.862825,2.68207,-1.53487,-3.11086,574
-5.88164,-0.193017,0.882685,2.68189,-1.52096,-3.11383,575
-5.88026,-0.204097,0.906528,2.68151,-1.48967,-3.11382,576
-5.87748,-0.215378,0.928102,2.68115,-1.45274,-3.11297,577
-5.88364,-0.226045,0.951078,2.68081,-1.40188,-3.11456,578
-5.8857,-0.238465,0.975081,2.68202,-1.27822,-3.12188,579
-5.88297,-0.248887,0.998895,2.68342,-1.04229,-3.13277,580
-5.87848,-0.255913,1.02096,2.6838,-0.543963,-3.13757,581
-5.87443,-0.263946,1.04429,2.68527,-0.0351342,-3.13901,582
-5.87123,-0.271597,1.0668,2.68718,0.259758,-3.13553,583
-5.86617,-0.276458,1.08416,2.68917,0.470048,-3.12937,584
-5.86469,-0.281182,1.1,2.68948,0.441387,-3.12646,585
-5.87149,-0.283238,1.10537,2.69089,0.17609,-3.12699,586
-5.86973,-0.283344,1.11339,2.69157,-0.133316,-3.13301,587
-5.86031,-0.322136,1.12156,2.68911,-0.063075,-3.12958,588
-5.86555,-0.290564,1.14809,2.66893,-0.552062,3.14014,589
-5.86933,-0.296268,1.17044,2.66866,-0.774965,3.13218,590
-5.86822,-0.302377,1.18862,2.6689,-0.838374,3.12687,591
-5.8674,-0.309497,1.20513,2.66828,-0.850943,3.12618,592
-5.86712,-0.319219,1.22478,2.6674,-0.863772,3.12486,593
-5.86356,-0.330741,1.24969,2.66678,-0.875582,3.12017,594
-5.85703,-0.344456,1.27782,2.6661,-0.82314,3.11542,595
-5.85514,-0.356006,1.30249,2.66587,-0.762861,3.11635,596
-5.85345,-0.368339,1.32639,2.66686,-0.697843,3.1204,597
-5.85163,-0.379649,1.34896,2.6679,-0.635166,3.12504,598
-5.84827,-0.388803,1.37206,2.6685,-0.579675,3.12892,599
-5.84637,-0.397995,1.39724,2.66987,-0.50206,3.13233,600
-5.84714,-0.406432,1.42011,2.67105,-0.470312,3.12892,601
-5.84573,-0.413208,1.44509,2.67242,-0.432414,3.12377,602
-5.84616,-0.41853,1.47105,2.67334,-0.395647,3.12017,603
-5.85045,-0.425176,1.49447,2.67399,-0.308171,3.1194,604
-5.8437,-0.431354,1.51361,2.67408,-0.182165,3.1196,605
-5.83887,-0.435948,1.5363,2.67236,-0.107768,3.12138,606
-5.84126,-0.440849,1.55861,2.6715,-0.0814433,3.11942,607
-5.84116,-0.449908,1.58243,2.67085,-0.0603669,3.11025,608
-5.83915,-0.458888,1.60773,2.66967,-0.0360288,3.10392,609
-5.83713,-0.470141,1.63191,2.6701,-0.00596271,3.10263,610
-5.835,-0.481927,1.65375,2.67083,0.0195197,3.10298,611
-5.83575,-0.493789,1.67978,2.67096,0.0285821,3.10187,612
-5.83762,-0.509017,1.70736,2.67237,0.0363043,3.09665,613
-5.83268,-0.52207,1.7347,2.67317,0.0466283,3.09537,614
-5.82979,-0.53319,1.76105,2.67435,0.0490209,3.09898,615
-5.8295,-0.543871,1.78256,2.67753,0.0461765,3.10339,616
-5.82653,-0.544912,1.80748,2.678,0.0411467,3.10361,617
-5.82381,-0.551866,1.82171,2.68065,0.0401205,3.10606,618
-5.82263,-0.548361,1.82867,2.68139,0.0378739,3.10805,619
-5.82037,-0.548197,1.83904,2.68183,0.0346103,3.11077,620
-5.82127,-0.545893,1.83918,2.68011,0.0330437,3.11391,621
-5.82054,-0.540764,1.84811,2.67288,0.0265673,3.11153,622
-5.81549,-0.544588,1.87316,2.66987,0.0156514,3.10535,623
-5.81145,-0.552394,1.89258,2.66797,0.00777909,3.10201,624
-5.80946,-0.555805,1.90917,2.66401,0.00172877,3.09871,625
-5.80479,-0.558703,1.9259,2.66113,-0.00261231,3.09572,626
-5.80875,-0.571637,1.95194,2.66052,-0.00749505,3.09619,627
-5.80728,-0.587627,1.97872,2.66053,-0.0100023,3.0977,628
-5.80716,-0.600923,2.00493,2.66046,-0.0116717,3.09909,629
-5.80732,-0.611962,2.02835,2.66093,-0.0127981,3.10095,630
-5.80365,-0.622644,2.05064,2.66176,-0.013165,3.10227,631
-5.79515,-0.637284,2.08343,2.66226,-0.0123806,3.10539,632
-5.79253,-0.649937,2.11256,2.66324,-0.0120614,3.11013,633
-5.7917,-0.659146,2.1393,2.66338,-0.0121274,3.11181,634
-5.78584,-0.663013,2.16443,2.66174,-0.0119695,3.11194,635
-5.78417,-0.666266,2.18948,2.66113,-0.0121202,3.11313,636
-5.78308,-0.677645,2.22147,2.66074,-0.0114804,3.11542,637
-5.79272,-0.696444,2.24909,2.65981,-0.0105375,3.11618,638
-5.77621,-0.697226,2.28261,2.64779,-0.00686707,3.10792,639
-5.76629,-0.697459,2.30547,2.64554,-0.00609295,3.10224,640
-5.7684,-0.702659,2.32104,2.64347,-0.00548716,3.10585,641
-5.76965,-0.706296,2.34067,2.63998,-0.00483127,3.1114,642
-5.77177,-0.719271,2.36653,2.64001,-0.00416989,3.11604,643
-5.77111,-0.731708,2.38923,2.64025,-0.00337049,3.11937,644
-5.77196,-0.744491,2.4128,2.64049,-0.00255469,3.12079,645
